"File","Issue","Detail"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\security\self-heal\self.heal.scheduler.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\security\self-heal\threshold.manager.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\security\cors.config.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\socket\socket.init.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\auto-heal.engine.v4.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\boot.orchestrator.v3.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\boot.v3.ultra.ai.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\clean.architecture.lock.v2.ultra.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\immortal.guardian.v6.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\immortal.guardian.v6pp.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\immortal.orchestrator.v5.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\immortal.orchestrator.v5.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.hardening.v1.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.hardening.v2.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.normalizer.v2.ai.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.registry.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.registry.v7.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.root.resolver.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.system.v3.ai.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.system.v5.ai.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.system.v5.clean.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\module.system.v6.ultra.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\bootstrap\self.healing.v2.engine.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\config\database.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\middlewares\security.middleware.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\src\services\audit.service.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\auto-launch-engine.v6.clean.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\boot-engine.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\launch-ollama-agent.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-auto-repair.agent.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-auto-repair.agent.v3.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-auto-repair.agent.v4.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-auto-repair.agent.v5.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-auto-repair.agent.v5.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\ollama-repair.engine.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\smart-backend-finder.v6.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\tools\v6-launcher.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\utils\logger.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\utils\shutdown.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\video\tutor\video.tutor.connection.manager.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\video\tutor\video.tutor.media.codec.manager.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\video\tutor\video.tutor.webrtc.engine.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\video\video.security.monitor.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\batch-generator.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\control-center.server.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\control-center.server.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\db.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\db.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\generate-pdf.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\run-batch.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\server.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\backend\server.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\billing\queue\idempotency.store.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\billing\queue\queue.processor.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\billing\queue\webhook.queue.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\billing\queue\webhook.worker.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\config\database.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\config\database.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\control-tower-v2\quarantine\ai_service.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\control-tower-v2\quarantine\router.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\courses\analytics\demand.engine.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\deprecated_architecture_20260522_174052\backend_legacy\cache\redis.client.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\deprecated_architecture_20260522_174052\backend_legacy\routes\certificate.routes.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\.vite\deps\axios.js","PASSWORD","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\.vite\deps\axios.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\.vite\deps\react-dom_client.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\.vite\deps\react-dom_client.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\files\configuration.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\files\module-types.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\files\package.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\files\plugins.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\files\utils.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\helpers\config-api.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\validation\options.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\caching.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\config-chain.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\config-chain.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\config-descriptors.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\full.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\config\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\transformation\block-hoist-plugin.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\transformation\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\core\lib\transformation\normalize-file.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\generators\expressions.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\generators\flow.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\generators\methods.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\generators\modules.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\generators\statements.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\node\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\generator\lib\printer.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\parser\bin\babel-parser.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\parser\lib\index.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\context.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\conversion.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\modification.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\removal.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\path\replacement.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\scope\lib\renamer.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\scope\index.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\scope\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\traverse\lib\scope\traverseForScope.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\asserts\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\asserts\assertNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\flow\createFlowUnionType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\flow\createTypeAnnotationBasedOnTypeof.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\generated\lowercase.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\generated\uppercase.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\react\buildChildren.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\typescript\createTSUnionType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\builders\validateNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\clone\cloneNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\comments\inheritInnerComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\comments\inheritLeadingComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\comments\inheritTrailingComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\comments\removeComments.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\constants\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\gatherSequenceExpressions.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toBlock.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toComputedKey.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toIdentifier.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toKeyAlias.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\toStatement.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\converters\valueToNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\definitions\core.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\definitions\typescript.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\definitions\utils.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\flow\removeTypeDuplicates.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\typescript\removeTypeDuplicates.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\appendToMemberExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\inherits.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\prependToMemberExpression.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\removeProperties.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\modifications\removePropertiesDeep.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\retrievers\getBindingIdentifiers.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\retrievers\getFunctionName.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\traverse\traverse.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\traverse\traverseFast.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\utils\react\cleanJSXElementLiteralChild.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\generated\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\react\isReactComponent.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\is.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\isBinding.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\isNode.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\isNodesEquivalent.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\isPlaceholderType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\isType.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@babel\types\lib\validators\validate.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@eslint\js\src\index.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@types\react\ts5.0\index.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@types\react\index.d.ts","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\@vitejs\plugin-react\dist\index.d.ts","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\acorn\dist\acorn.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\acorn\dist\bin.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\dist\ajv.bundle.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\dist\ajv.bundle.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\dist\ajv.bundle.js","DANGEROUS REQUIRE","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\dist\ajv.min.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\dist\ajv.min.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\lib\compile\formats.js","HARDCODED PORT","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\lib\compile\index.js","CONSOLE LOG","Match found"
"C:\Users\DJOTOHOU\UNIMENTORAI\unimentorai\frontend\node_modules\ajv\lib\compile\index.js","DANGEROUS REQUIRE","Match found"
